tax_id,species_name
1422, Geobacillus stearothermophilus
1426, Parageobacillus thermoglucosidasius
1450, Alicyclobacillus acidoterrestris
1451, Paenibacillus amylolyticus
1452, Bacillus atrophaeus
1454, Schinkia azotoformans
1455, Pseudobacillus badius
1456, Bacillus benzoevorans
1457, Alicyclobacillus cycloheptanicus
1459, Sporosarcina globispora
1461, Psychrobacillus insolitus
1467, Lederbergia lenta
1473, Virgibacillus pantothenticus
1474, Sporosarcina pasteurii
1476, Sporosarcina psychrophila
1479, Bacillus smithii
1482, Virgibacillus halodenitrificans
1484, Hydrogenibacillus schlegelii
1490, Paraclostridium bifermentans
1492, Clostridium butyricum
1494, Clostridium cochlearium
1496, Clostridioides difficile
1497, Clostridium formicaceticum
1498, Hathewaya histolytica
1502, Clostridium perfringens
1503, Gottschalkia purinilytica
1504, Clostridium septicum
1505, Paraclostridium sordellii
1509, Clostridium sporogenes
1511, Acetoanaerobium sticklandii
1512, [Clostridium] symbiosum
1519, Clostridium tyrobutyricum
1520, Clostridium beijerinckii
1522, [Clostridium] innocuum
1525, Neomoorella thermoacetica
1526, [Clostridium] aminophilum
1527, Anaerocolumna aminovalerica
1528, Eubacterium barkeri
1529, Clostridium cadaveris
1531, Enterocloster clostridioformis
1532, Blautia coccoides
1533, Clostridium fallax
1536, Hathewaya limosa
1539, Clostridium malenominatum
1540, Metaclostridioides mangenotii
1541, Terrisporobacter mayombei
1542, Clostridium novyi
1543, Clostridium oceanicum
1544, Faecalicatena orotica
1547, Thomasclavelia ramosa
1548, Clostridium scatologenes
1550, Clostridium subterminale
1553, Clostridium tetanomorphum
1559, Clostridium tertium
1561, Clostridium baratii
1571, Sporosarcina ureae
1579, Lactobacillus acidophilus
1580, Levilactobacillus brevis
1581, Lentilactobacillus buchneri
1583, Weissella confusa
1587, Lactobacillus helveticus
1588, Lentilactobacillus hilgardii
1589, Lactiplantibacillus pentosus
1590, Lactiplantibacillus plantarum
1598, Limosilactobacillus reuteri
1599, Latilactobacillus sakei
1600, Lactobacillus acetotolerans
1601, Ligilactobacillus agilis
1605, Ligilactobacillus animalis
1607, Loigolactobacillus bifermentans
1613, Limosilactobacillus fermentum
1614, Fructilactobacillus fructivorans
1616, Weissella kandleri
1618, Liquorilactobacillus mali
1620, Weissella minor
1622, Ligilactobacillus murinus
1624, Ligilactobacillus salivarius
1625, Fructilactobacillus sanfranciscensis
1629, Weissella viridescens
1631, Fructobacillus fructosus
1632, Limosilactobacillus oris
1633, Limosilactobacillus vaginalis
1641, Listeria grayi
1642, Listeria innocua
1643, Listeria welshimeri
1650, Kurthia zopfii
1655, Actinomyces naeslundii
1656, Actinomyces viscosus
1657, Actinobaculum suis
1658, Actinomyces bovis
1659, Actinomyces israelii
1660, Schaalia odontolytica
1661, Trueperella pyogenes
1664, Arthrobacter glacialis
1670, Arthrobacter citreus
1671, Pseudarthrobacter oxydans
1672, Arthrobacter ramosus
1673, Rhizobium viscosum
1676, Pseudarthrobacter polychromogenes
1677, Arthrobacter pascens
1681, Bifidobacterium bifidum
1687, Bifidobacterium coryneforme
1688, Bifidobacterium cuniculi
1691, Bifidobacterium indicum
1703, Brevibacterium linens
1705, Corynebacterium stationis
1709, Cellulomonas biazotea
1710, Cellulosimicrobium cellulans
1712, Cellulomonas gelida
1713, Oerskovia turbata
1714, Cellulomonas uda
1717, Corynebacterium diphtheriae
1719, Corynebacterium pseudotuberculosis
1724, Corynebacterium renale
1727, Corynebacterium variabile
1732, Eubacterium oxidoreducens
1735, Holdemanella biformis
1736, Eubacterium limosum
1737, Paraclostridium tenue
1744, Propionibacterium freudenreichii
1748, Acidipropionibacterium acidipropionici
1749, Acidipropionibacterium jensenii
1750, Arachnia propionica
1753, Propioniferax innocua
1767, Mycobacterium intracellulare
1769, Mycobacterium leprae
1771, Mycolicibacterium phlei
1772, Mycolicibacterium smegmatis
1775, Mycobacterium cookii
1776, Mycolicibacterium flavescens
1777, Mycobacterium gastri
1778, Mycobacterium gordonae
1779, Mycolicibacterium komossense
1780, Mycobacterium malmoense
1782, Mycolicibacter nonchromogenicus
1783, Mycobacterium scrofulaceum
1784, Mycobacterium simiae
1786, Mycolicibacterium sphagni
1787, Mycobacterium szulgai
1788, Mycolicibacter terrae
1789, Mycobacterium xenopi
1791, Mycolicibacterium aurum
1792, Mycolicibacterium chitae
1793, Mycolicibacterium fallax
1794, Mycolicibacterium gadium
1796, Mycolicibacterium senegalense
1797, Mycolicibacterium thermoresistibile
1798, Mycolicibacillus trivialis
1799, Mycolicibacterium aichiense
1800, Mycolicibacterium chubuense
1801, Mycolicibacterium diernhoferi
1802, Mycolicibacterium farcinogenes
1807, Mycolicibacterium obuense
1816, Actinokineospora fastidiosa
1823, Nocardia otitidiscaviarum
1824, Nocardia asteroides
1828, Rhodococcoides fascians
1829, Rhodococcus rhodochrous
1830, Rhodococcus ruber
1837, Saccharopolyspora hirsuta
1838, Saccharopolyspora hordei
1841, Nocardioides albus
1844, Nocardioides luteus
1848, Pseudonocardia thermophila
1856, Frankia torreyi
1863, Dermatophilus congolensis
1868, Actinoplanes digitatis
1869, Actinoplanes utahensis
1874, Micromonospora chalcea
1877, Micromonospora echinospora
1880, Micromonospora olivasterospora
1881, Micromonospora viridifaciens
1885, Streptomyces actuosus
1886, Streptomyces albidoflavus
1887, Streptomyces albogriseolus
1888, Streptomyces albus
1890, Streptomyces antibioticus
1892, Streptomyces anulatus
1893, Streptomyces atratus
1894, Kitasatospora aureofaciens
1895, Streptomyces avidinii
1896, Streptomyces bikiniensis
1898, Streptomyces cacaoi
1901, Streptomyces clavuligerus
1903, Streptomyces corchorusii
1904, Streptomyces cyaneus
1905, Streptomyces exfoliatus
1907, Streptomyces glaucescens
1909, Streptomyces griseolus
1910, Streptomyces griseosporeus
1911, Streptomyces griseus
1915, Streptomyces lincolnensis
1919, Streptomyces microflavus
1920, Streptomyces nigrescens
1921, Streptomyces olivaceoviridis
1922, Streptomyces plicatus
1923, Streptomyces phaeochromogenes
1924, Streptomyces purpurascens
1928, Streptomyces rochei
1929, Streptomyces rubiginosus
1932, Streptomyces tendae
1933, Streptoalloteichus tenebrarius
1934, Streptomyces thermovulgaris
1935, Streptomyces violaceoruber
1936, Streptomyces violaceus
1938, Streptomyces viridochromogenes
1940, Streptomyces albireticuli
1941, Streptomyces badius
1942, Streptomyces goshikiensis
1943, Streptomyces griseoruber
1944, Streptomyces halstedii
1945, Streptomyces jumonjinensis
1946, Streptomyces kasugaensis
1948, Streptomyces longisporus
1950, Streptomyces peucetius
1952, Streptomyces thermoviolaceus
1954, Streptomyces brasiliensis
1957, Streptomyces sclerotialus
1960, Streptomyces vinaceus
1961, Streptomyces virginiae
1963, Streptomyces olivochromogenes
1967, Streptomyces kanamyceticus
1968, Streptomyces cellulosae
1969, Streptomyces chartreusis
1970, Streptomyces morookaense
1971, Streptomyces noursei
1972, Streptomyces roseiscleroticus
1992, Thermomonospora echinospora
1993, Actinomadura madurae
1994, Actinomadura rugatobispora
1996, Microtetraspora glauca
1997, Microtetraspora fusca
1999, Planomonospora venezuelensis
2014, Nocardiopsis dassonvillei
2017, Streptoalloteichus hindustanus
2024, Thermoactinomyces intermedius
2026, Thermoactinomyces vulgaris
2030, Kibdelosporangium aridum
2033, Microbacterium testaceum
2035, Curtobacterium flaccumfaciens
2036, Curtobacterium citreum
2041, Aeromicrobium erythreum
2045, Pimelobacter simplex
2052, Mobiluncus mulieris
2055, Gordonia terrae
2064, Kitasatospora griseola
2065, Kitasatospora phosalacinea
2072, Saccharothrix australiensis
2074, Pseudonocardia autotrophica
2078, Sporolactobacillus inulinus
2088, Anaeroplasma bactoclasticum
2094, Mycoplasmopsis arginini
2096, Mycoplasmoides gallisepticum
2097, Mycoplasmoides genitalium
2100, Mesomycoplasma hyorhinis
2104, Mycoplasmoides pneumoniae
2106, Mycoplasma corogypsi
2107, Mycoplasmopsis pulmonis
2111, Metamycoplasma arthritidis
2112, Mycoplasmopsis bovigenitalium
2113, Mycoplasmopsis californica
2114, Entomoplasma ellychniae
2116, Malacoplasma iowae
2117, Mycoplasmopsis lipophila
2119, Malacoplasma muris
2120, Mesomycoplasma neurolyticum
2121, Metamycoplasma orale
2123, Mycoplasma putrefaciens
2124, Metamycoplasma salivarium
2125, Metamycoplasma sualvi
2133, Spiroplasma citri
2138, Spiroplasma poulsonii
2139, Spiroplasma clarkii
2143, Spiroplasma gladiatoris
2144, Spiroplasma mirum
2149, Mesoplasma entomophilum
2161, Methanobacterium bryantii
2162, Methanobacterium formicicum
2177, Methanohalophilus halophilus
2193, Methanocorpusculum parvum
2199, Methanogenium organophilum
2200, Methanoculleus thermophilus
2226, Methanococcoides methylutens
2242, Halobacterium salinarum
2262, Pyrococcus woesei
2283, Acidianus ambivalens
2287, Saccharolobus solfataricus
2291, Desulfobacter hydrogenophilus
2292, Desulfobacter latus
2309, Pyrodictium occultum
2325, Thermoanaerobacter kivui
2340, Solemya velum gill symbiont
2342, Candidatus Sodalis pierantonii str. SOPE
2355, unidentified bacterial endosymbiont
2360, Bathymodiolus thermophilus thioautotrophic gill symbiont
2371, Xylella fastidiosa
2376, Sporomusa paucivorans
2377, Sporomusa termitida
2423, Fervidobacterium islandicum
2426, Teredinibacter turnerae
2434, Roseobacter denitrificans
2698, Heliobacterium chlorum
2699, Heliomicrobium gestii
2711, Citrus sinensis
2718, Cardiobacterium hominis
2738, Vagococcus fluvialis
2739, Vagococcus salmoninarum
2741, Peptococcus niger
2748, Carnobacterium divergens
2751, Carnobacterium maltaromaticum
2754, Synergistes jonesii
2756, Brochothrix thermosphacta
2757, Brochothrix campestris
2769, Chondrus crispus
3055, Chlamydomonas reinhardtii
3068, Volvox carteri f. nagariensis
3075, Auxenochlorella protothecoides
3218, Physcomitrium patens
3369, Cryptomeria japonica
3469, Papaver somniferum
3483, Cannabis sativa
3486, Humulus lupulus
3517, Alnus glutinosa
3555, Beta vulgaris subsp. vulgaris
3562, Spinacia oleracea
3635, Gossypium hirsutum
3641, Theobroma cacao
3649, Carica papaya
3656, Cucumis melo
3659, Cucumis sativus
3661, Cucurbita maxima
3662, Cucurbita moschata
3664, Cucurbita pepo subsp. pepo
3673, Momordica charantia
3691, Populus nigra
3694, Populus trichocarpa
3702, Arabidopsis thaliana
3708, Brassica napus
3711, Brassica rapa
3726, Raphanus sativus
3750, Malus domestica
3752, Malus sylvestris
3755, Prunus dulcis
3760, Prunus persica
3816, Abrus precatorius
3818, Arachis hypogaea
3821, Cajanus cajan
3827, Cicer arietinum
3847, Glycine max
3848, Glycine soja
3871, Lupinus angustifolius
3880, Medicago truncatula
3885, Phaseolus vulgaris
3888, Pisum sativum
3911, Vicia villosa
3914, Vigna angularis
3916, Vigna radiata var. radiata
3917, Vigna unguiculata
3981, Hevea brasiliensis
3983, Manihot esculenta
3986, Mercurialis annua
3988, Ricinus communis
4045, Apium graveolens
4072, Capsicum annuum
4081, Solanum lycopersicum
4096, Nicotiana sylvestris
4097, Nicotiana tabacum
4098, Nicotiana tomentosiformis
4113, Solanum tuberosum
4155, Erythranthe guttata
4182, Sesamum indicum
4232, Helianthus annuus
4236, Lactuca sativa
4283, Cornus florida
4432, Nelumbo nucifera
4442, Camellia sinensis
4522, Lolium perenne
4533, Oryza brachyantha
4538, Oryza glaberrima
4555, Setaria italica
4556, Setaria viridis
4558, Sorghum bicolor
4565, Triticum aestivum
4572, Triticum urartu
4577, Zea mays
4615, Ananas comosus
4686, Asparagus officinalis
4733, Typha latifolia
4779, Bremia lactucae
4781, Plasmopara halstedii
4785, Phytophthora cinnamomi
4840, Rhizomucor pusillus
4896, Schizosaccharomyces pombe
4909, Pichia kudriavzevii
4950, Torulaspora delbrueckii
4952, Yarrowia lipolytica
4956, Zygosaccharomyces rouxii
4972, Dioszegia hungarica
4999, Kockovaella imperatae
5007, Brettanomyces bruxellensis
5016, Bipolaris maydis
5022, Plenodomus lingam
5059, Aspergillus flavus
5061, Aspergillus niger
5068, Aspergillus tubingensis
5074, Penicillium brevicompactum
5076, Penicillium chrysogenum
5077, Penicillium citrinum
5078, Penicillium griseofulvum
5082, Penicillium roqueforti
5083, Penicillium canescens
5088, Thermoascus crustaceus
5147, Sordaria macrospora
5210, Filobasidium floriforme
5270, Mycosarcoma maydis
5322, Pleurotus ostreatus
5353, Lentinula edodes
5454, Ascochyta rabiei
5467, Colletotrichum truncatum
5478, Nakaseomyces glabratus
5480, Candida parapsilosis
5481, Diutina rugosa
5499, Fulvia fulva
5541, Thermomyces lanuginosus
5599, Alternaria alternata
5661, Leishmania donovani
5663, Leishmania enriettii
5679, Leishmania panamensis
5693, Trypanosoma cruzi
5694, Trypanosoma equiperdum
5698, Trypanosoma rangeli
5741, Giardia duodenalis
5762, Naegleria gruberi
5763, Naegleria fowleri
5786, Dictyostelium purpureum
5801, Eimeria acervulina
5802, Eimeria tenella
5804, Eimeria maxima
5823, Plasmodium berghei ANKA
5824, Plasmodium brasilianum
5849, Plasmodium gallinaceum
5851, Plasmodium knowlesi strain H
5854, Plasmodium reichenowi
5855, Plasmodium vivax
5857, Plasmodium fragile
5858, Plasmodium malariae
5861, Plasmodium yoelii
5866, Babesia bigemina
5871, Babesia caballi
5874, Theileria annulata
5888, Paramecium tetraurelia
5932, Ichthyophthirius multifiliis
6039, Vairimorpha necatrix
6063, Halichondria panicea
6087, Hydra vulgaris
6105, Actinia tenebrosa
6131, Acropora palmata
6183, Schistosoma mansoni
6185, Schistosoma haematobium
6198, Opisthorchis viverrini
6210, Echinococcus granulosus
6238, Caenorhabditis briggsae
6239, Caenorhabditis elegans
6279, Brugia malayi
6334, Trichinella spiralis
6412, Helobdella robusta
6454, Haliotis rufescens
6455, Haliotis cracherodii
6465, Patella vulgata
6500, Aplysia californica
6526, Biomphalaria glabrata
6549, Mytilus californianus
6550, Mytilus edulis
6551, Mytilus trossulus
6565, Crassostrea virginica
6573, Mizuhopecten yessoensis
6579, Pecten maximus
6596, Mercenaria mercenaria
6604, Mya arenaria
6661, Artemia franciscana
6669, Daphnia pulex
6687, Penaeus monodon
6689, Penaeus vannamei
6706, Homarus americanus
6728, Procambarus clarkii
6832, Tigriopus californicus
6850, Limulus polyphemus
6941, Rhipicephalus microplus
6945, Ixodes scapularis
6954, Dermatophagoides farinae
6956, Dermatophagoides pteronyssinus
6978, Periplaneta americana
7009, Schistocerca americana
7010, Schistocerca gregaria
7011, Schistocerca nitens
7029, Acyrthosiphon pisum
7038, Bemisia tabaci
7048, Sitophilus oryzae
7054, Photinus pyralis
7067, Tenebrio molitor
7070, Tribolium castaneum
7091, Bombyx mori
7092, Bombyx mandarina
7108, Spodoptera frugiperda
7111, Trichoplusia ni
7113, Helicoverpa zea
7116, Pieris brassicae
7130, Manduca sexta
7137, Galleria mellonella
7141, Choristoneura fumiferana
7159, Aedes aegypti
7160, Aedes albopictus
7165, Anopheles gambiae
7167, Anopheles albimanus
7173, Anopheles arabiensis
7176, Culex quinquefasciatus
7200, Lutzomyia longipalpis
7209, Loa loa
7213, Ceratitis capitata
7217, Drosophila ananassae
7220, Drosophila erecta
7222, Drosophila grimshawi
7224, Drosophila hydei
7225, Scaptodrosophila lebanonensis
7226, Drosophila mauritiana
7227, Drosophila melanogaster
7229, Drosophila miranda
7230, Drosophila mojavensis
7232, Drosophila navojoa
7234, Drosophila persimilis
7237, Drosophila pseudoobscura
7238, Drosophila sechellia
7240, Drosophila simulans
7241, Drosophila subobscura
7243, Drosophila teissieri
7244, Drosophila virilis
7245, Drosophila yakuba
7260, Drosophila willistoni
7263, Drosophila arizonae
7266, Drosophila guanche
7274, Drosophila serrata
7282, Drosophila obscura
7291, Drosophila albomicans
7370, Musca domestica
7373, Calliphora vicina
7375, Lucilia cuprina
7396, Glossina fuscipes
7425, Nasonia vitripennis
7445, Vespa crabro
7446, Vespa mandarinia
7454, Vespula vulgaris
7460, Apis mellifera
7461, Apis cerana
7462, Apis dorsata
7463, Apis florea
7493, Trichogramma pretiosum
7515, Ctenocephalides felis
7539, Leptinotarsa decemlineata
7574, Lingula anatina
7602, Asterias amurensis
7604, Asterias rubens
7653, Lytechinus pictus
7654, Lytechinus variegatus
7668, Strongylocentrotus purpuratus
7719, Ciona intestinalis
7725, Styela clava
7739, Branchiostoma floridae
7740, Branchiostoma lanceolatum
7741, Branchiostoma belcheri
7753, Lethenteron reissneri
7757, Petromyzon marinus
7769, Myxine glutinosa
7782, Leucoraja erinaceus
7792, Heterodontus francisci
7830, Scyliorhinus canicula
7868, Callorhinchus milii
7888, Protopterus annectens
7897, Latimeria chalumnae
7906, Acipenser ruthenus
7913, Polyodon spathula
7918, Lepisosteus oculatus
7924, Amia calva
7936, Anguilla anguilla
7938, Anguilla rostrata
7950, Clupea harengus
7955, Danio rerio
7957, Carassius auratus
7959, Ctenopharyngodon idella
7962, Cyprinus carpio
7994, Astyanax mexicanus
7998, Ictalurus punctatus
8005, Electrophorus electricus
8010, Esox lucius
8014, Osmerus mordax
8017, Oncorhynchus gorbuscha
8018, Oncorhynchus keta
8019, Oncorhynchus kisutch
8022, Oncorhynchus mykiss
8023, Oncorhynchus nerka
8030, Salmo salar
8032, Salmo trutta
8036, Salvelinus alpinus
8038, Salvelinus fontinalis
8040, Salvelinus namaycush
8049, Gadus morhua
8078, Fundulus heteroclitus
8081, Poecilia reticulata
8083, Xiphophorus maculatus
8084, Xiphophorus hellerii
8090, Oryzias latipes
8103, Cyclopterus lumpus
8128, Oreochromis niloticus
8153, Haplochromis burtoni
8154, Astatotilapia calliptera
8167, Perca flavescens
8168, Perca fluviatilis
8175, Sparus aurata
8177, Acanthopagrus latus
8187, Lates calcarifer
8208, Notothenia coriiceps
8218, Gymnodraco acuticeps
8236, Thunnus albacares
8237, Thunnus thynnus
8240, Thunnus maccoyii
8245, Xiphias gladius
8255, Paralichthys olivaceus
8260, Platichthys flesus
8262, Pleuronectes platessa
8267, Hippoglossus hippoglossus
8296, Ambystoma mexicanum
8319, Pleurodeles waltl
8345, Bombina bombina
8355, Xenopus laevis
8364, Xenopus tropicalis
8384, Bufo bufo
8400, Aquarana catesbeiana
8407, Rana temporaria
8467, Caretta caretta
8469, Chelonia mydas
8472, Lepidochelys kempii
8478, Chrysemys picta bellii
8496, Alligator mississippiensis
